elapsed_s,state,rss_mb,swap_mb,cpu_percent,threads,temperature_c,heartbeat_age_s,overflows,captured_s,processed_s,backlog_s,processing_calls,parse_last_ms,parse_max_ms,process_last_ms,process_max_ms,returned_lines,returned_audio_s,completed_lines,last_line_duration_s,last_decode_ms,callback_gap_max_ms,actual_rate,actual_latency_s
86.16,running,535.09375,0.0,348.7823427277412,25,67.75,1.0058917999267578,0,85.63199999999766,85.18399999999924,0.4479999999984159,438,0.14101999840931967,0.14129700139164925,4.719611999462359,2103.785653000159,20,0.0,19,1.1840057373046875,297,73.97731899982318,16000.0,0.064
87.16,running,487.25,0.0,342.4731376265266,25,68.85,0.009458303451538086,0,87.61599999999744,86.78399999999924,0.8319999999982031,440,0.1417420007783221,0.1417420007783221,6.261878001168952,2103.785653000159,20,0.0,19,1.1840057373046875,297,73.97731899982318,16000.0,0.064
88.16,running,487.265625,0.0,354.6725149067024,25,68.85,1.0101797580718994,0,87.61599999999744,86.78399999999924,0.8319999999982031,440,0.1417420007783221,0.1417420007783221,6.261878001168952,2103.785653000159,20,0.0,19,1.1840057373046875,297,73.97731899982318,16000.0,0.064
89.16,running,487.28125,0.0,348.75972059545865,25,68.85,0.010369062423706055,0,89.59999999999722,88.95999999999923,0.6399999999979968,442,0.1444629997422453,0.1444629997422453,8.60955500138516,2155.213621999792,21,0.0,20,7.008003234863281,1620,73.97731899982318,16000.0,0.064
90.16,running,487.3125,0.0,355.750102273882,25,68.85,1.0109837055206299,0,89.59999999999722,88.95999999999923,0.6399999999979968,442,0.1444629997422453,0.1444629997422453,8.60955500138516,2155.213621999792,21,0.0,20,7.008003234863281,1620,73.97731899982318,16000.0,0.064
91.17,running,487.203125,0.0,334.11257633881297,25,67.75,0.012348413467407227,0,91.583999999997,91.45599999999921,0.12799999999779743,446,0.14492600166704506,0.14535199989040848,5.03668899909826,2155.213621999792,21,0.0,20,7.008003234863281,1620,73.97731899982318,16000.0,0.064
92.17,running,487.203125,0.0,355.77953302907963,25,69.4,1.0129802227020264,0,91.583999999997,91.45599999999921,0.12799999999779743,446,0.14492600166704506,0.14535199989040848,5.03668899909826,2155.213621999792,21,0.0,20,7.008003234863281,1620,73.97731899982318,16000.0,0.064
93.17,running,541.84375,0.0,351.77546769924845,25,68.85,0.012438297271728516,0,93.63199999999678,93.18399999999919,0.44799999999759166,450,0.1450199997634627,0.14550100058841053,2.884864999941783,2155.213621999792,21,0.0,20,7.008003234863281,1620,73.97731899982318,16000.0,0.064
94.17,running,487.21875,0.0,346.60868918829914,25,68.85,1.013155460357666,0,93.63199999999678,93.18399999999919,0.44799999999759166,450,0.1450199997634627,0.14550100058841053,2.884864999941783,2155.213621999792,21,0.0,20,7.008003234863281,1620,73.97731899982318,16000.0,0.064
95.19,running,487.203125,0.0,355.7875841641169,25,69.4,0.027251005172729492,0,95.61599999999656,94.71999999999917,0.895999999997386,452,0.14292600098997355,0.14550100058841053,6.0190259991941275,2155.213621999792,21,0.0,20,7.008003234863281,1620,73.97731899982318,16000.0,0.064
96.19,running,487.203125,0.0,247.8652019799284,25,67.2,1.027766466140747,0,95.61599999999656,94.71999999999917,0.895999999997386,452,0.14292600098997355,0.14550100058841053,6.0190259991941275,2155.213621999792,21,0.0,20,7.008003234863281,1620,73.97731899982318,16000.0,0.064
97.19,running,487.203125,0.0,272.8596238194919,25,67.75,0.027781248092651367,0,97.59999999999634,97.59999999999908,0.0,468,0.1498159999755444,0.15112999972188845,1.570247999552521,2155.213621999792,22,0.0,21,8.448005676269531,461,73.97731899982318,16000.0,0.064
